Sales Person,Country,Product,Date,Amount,Boxes Shipped,Sales_Category
Oby Sorrel,Canada,Raspberry Choco,16/06/2023,1902.47,217,Low
Gigi Bohling,UK,Drinking Coco,30/06/2023,6157.17,43,High
Kelci Walkden,India,Mint Chip Choco,28/07/2023,3012.68,129,Low
Karlen McCaffrey,Canada,Peanut Butter Cubes,12/08/2023,3473.62,170,Low
Barr Faughny,UK,Mint Chip Choco,07/07/2023,4129.98,332,Low
Barr Faughny,USA,85% Dark Bars,25/08/2023,14566.22,45,High
Husein Augar,Canada,Eclairs,17/01/2023,4049.61,255,Low
Jan Morforth,Australia,70% Dark Bites,04/03/2023,5924.44,396,High
Marney O'Breen,New Zealand,Fruit & Nut Bars,25/08/2023,10100.95,4,High
Ches Bonnell,UK,Peanut Butter Cubes,15/04/2023,2362.01,272,Low
Kaine Padly,USA,Organic Choco Syrup,11/03/2023,2638.76,24,Low
Camilla Castle,USA,Raspberry Choco,20/05/2023,3496.41,18,Low
Brien Boise,New Zealand,Manuka Honey Choco,14/06/2023,17222.86,44,High
Jehu Rudeforth,New Zealand,After Nines,14/04/2023,1604.87,71,Low
Jehu Rudeforth,USA,Smooth Sliky Salty,07/07/2023,7170.21,151,High
Madelene Upcott,India,Mint Chip Choco,24/08/2023,4090.16,75,Low
Jehu Rudeforth,India,Eclairs,24/02/2023,9574.38,134,High
Karlen McCaffrey,Canada,Raspberry Choco,09/05/2023,717.9,213,Low
Kaine Padly,Australia,70% Dark Bites,08/02/2023,7734.54,227,High
Roddy Speechley,UK,70% Dark Bites,24/03/2023,1606.49,305,Low
Rafaelita Blaksland,USA,Drinking Coco,20/06/2023,9170.09,79,High
Mallorie Waber,Canada,Manuka Honey Choco,07/03/2023,1583.57,122,Low
Kaine Padly,Australia,Fruit & Nut Bars,20/06/2023,7684.52,83,High
Oby Sorrel,New Zealand,Organic Choco Syrup,17/02/2023,16765.07,261,High
Madelene Upcott,UK,99% Dark & Pure,26/01/2023,11796.63,45,High
Madelene Upcott,Australia,Mint Chip Choco,02/05/2023,2766.65,148,Low
Curtice Advani,Canada,99% Dark & Pure,07/07/2023,13232.74,7,High
Rafaelita Blaksland,Australia,Baker's Choco Chips,22/08/2023,2820.41,50,Low
Karlen McCaffrey,Australia,After Nines,11/08/2023,2483.32,65,Low
Marney O'Breen,UK,99% Dark & Pure,13/01/2023,9124.16,209,High
Gunar Cockshoot,Australia,50% Dark Bites,02/03/2023,12728.16,111,High
Marney O'Breen,Australia,Choco Coated Almonds,27/07/2023,12624.64,41,High
Kelci Walkden,New Zealand,Drinking Coco,10/03/2023,17584.16,110,High
Beverie Moffet,USA,85% Dark Bars,23/08/2023,13156.49,360,High
Roddy Speechley,USA,Eclairs,25/04/2023,4164.1,167,Low
Dennison Crosswaite,UK,Milk Bars,07/03/2023,11698.98,436,High
Wilone O'Kielt,UK,Organic Choco Syrup,12/07/2023,4964.25,56,Low
Madelene Upcott,USA,Orange Choco,16/05/2023,8258.37,132,High
Gunar Cockshoot,India,Smooth Sliky Salty,02/03/2023,3938.2,70,Low
Marney O'Breen,New Zealand,85% Dark Bars,30/05/2023,1368.27,163,Low
Marney O'Breen,UK,Manuka Honey Choco,10/06/2023,12449.46,177,High
Brien Boise,USA,99% Dark & Pure,25/07/2023,7323.82,339,High
Beverie Moffet,New Zealand,Mint Chip Choco,09/06/2023,4560.81,102,Low
Dennison Crosswaite,USA,Milk Bars,12/05/2023,777.46,58,Low
Gunar Cockshoot,USA,Drinking Coco,09/05/2023,3857.27,5,Low
Brien Boise,Canada,Manuka Honey Choco,09/08/2023,7442.69,179,High
Van Tuxwell,India,Choco Coated Almonds,13/04/2023,5799.3,125,High
Andria Kimpton,USA,Caramel Stuffed Bars,02/05/2023,8836.9,48,High
Dotty Strutley,USA,99% Dark & Pure,09/08/2023,4185.0,315,Low
Camilla Castle,Australia,Raspberry Choco,23/08/2023,6984.06,174,High
Gunar Cockshoot,India,Spicy Special Slims,13/05/2023,7362.7,179,High
Karlen McCaffrey,USA,Manuka Honey Choco,01/02/2023,10338.27,73,High
Camilla Castle,USA,50% Dark Bites,23/06/2023,6215.72,324,High
Madelene Upcott,UK,Choco Coated Almonds,24/05/2023,10400.66,144,High
Jan Morforth,Canada,Mint Chip Choco,01/04/2023,1062.61,217,Low
Camilla Castle,Canada,70% Dark Bites,27/07/2023,10095.71,151,High
Ches Bonnell,India,Peanut Butter Cubes,27/01/2023,23251.68,210,High
Jan Morforth,India,Choco Coated Almonds,12/08/2023,2669.61,143,Low
Gigi Bohling,Canada,Almond Choco,01/02/2023,10265.97,49,High
Rafaelita Blaksland,India,After Nines,02/03/2023,5423.54,203,High
Kelci Walkden,Australia,99% Dark & Pure,30/06/2023,3272.68,32,Low
Dotty Strutley,Australia,Spicy Special Slims,17/01/2023,8840.59,92,High
Brien Boise,USA,Milk Bars,07/07/2023,14460.51,124,High
Mallorie Waber,New Zealand,Mint Chip Choco,31/01/2023,1461.99,109,Low
Beverie Moffet,UK,99% Dark & Pure,10/08/2023,3701.6,131,Low
Beverie Moffet,USA,Peanut Butter Cubes,18/08/2023,13951.32,329,High
Brien Boise,New Zealand,White Choc,15/06/2023,5774.92,325,High
Marney O'Breen,USA,Baker's Choco Chips,26/01/2023,9718.87,10,High
Kelci Walkden,USA,Spicy Special Slims,29/04/2023,87.52,69,Low
Mallorie Waber,Canada,White Choc,03/03/2023,3398.51,74,Low
Kaine Padly,Australia,Almond Choco,22/02/2023,4371.77,375,Low
Oby Sorrel,USA,Smooth Sliky Salty,04/03/2023,3632.32,169,Low
Dennison Crosswaite,India,Smooth Sliky Salty,07/07/2023,3343.85,10,Low
Camilla Castle,New Zealand,Caramel Stuffed Bars,17/06/2023,4400.28,364,Low
Jan Morforth,Canada,Caramel Stuffed Bars,02/08/2023,10802.13,124,High
Oby Sorrel,USA,Baker's Choco Chips,12/08/2023,9154.17,123,High
Madelene Upcott,New Zealand,Peanut Butter Cubes,28/01/2023,5360.89,340,High
Kelci Walkden,Australia,Orange Choco,29/04/2023,11597.46,462,High
Marney O'Breen,Australia,Manuka Honey Choco,05/04/2023,14939.24,238,High
Kaine Padly,Canada,Manuka Honey Choco,18/01/2023,10845.85,146,High
Jehu Rudeforth,UK,Baker's Choco Chips,16/05/2023,2832.78,104,Low
Kelci Walkden,Australia,White Choc,24/08/2023,8879.72,177,High
Curtice Advani,India,85% Dark Bars,18/01/2023,298.34,399,Low
Kaine Padly,USA,Eclairs,22/08/2023,7799.51,10,High
Gunar Cockshoot,UK,99% Dark & Pure,07/03/2023,8.04,85,Low
Beverie Moffet,UK,Choco Coated Almonds,04/03/2023,3212.35,66,Low
Dotty Strutley,Canada,Manuka Honey Choco,22/04/2023,12048.56,113,High
Kaine Padly,Australia,Milk Bars,09/06/2023,4499.64,91,Low
Jan Morforth,Canada,Fruit & Nut Bars,25/07/2023,9984.16,207,High
Jan Morforth,India,Smooth Sliky Salty,03/08/2023,11867.83,95,High
Rafaelita Blaksland,Australia,Manuka Honey Choco,03/08/2023,4806.65,132,Low
Jehu Rudeforth,UK,Milk Bars,03/05/2023,13420.93,232,High
Husein Augar,Canada,After Nines,19/01/2023,10407.51,301,High
Roddy Speechley,USA,50% Dark Bites,11/02/2023,10849.39,330,High
Van Tuxwell,India,Almond Choco,14/06/2023,7247.29,402,High
Kelci Walkden,USA,50% Dark Bites,23/03/2023,6387.65,227,High
Madelene Upcott,Canada,85% Dark Bars,17/02/2023,8373.42,108,High
Dennison Crosswaite,Canada,Smooth Sliky Salty,17/03/2023,1887.19,488,Low
Mallorie Waber,Australia,Spicy Special Slims,29/06/2023,6054.04,287,High
Ches Bonnell,Canada,Choco Coated Almonds,24/08/2023,16254.61,268,High
Gigi Bohling,Canada,Spicy Special Slims,04/07/2023,13173.56,301,High
Roddy Speechley,New Zealand,Almond Choco,28/03/2023,2721.46,72,Low
Curtice Advani,India,Smooth Sliky Salty,19/04/2023,19283.64,139,High
Ches Bonnell,New Zealand,Mint Chip Choco,18/01/2023,9327.52,232,High
Van Tuxwell,New Zealand,Fruit & Nut Bars,17/01/2023,3184.03,85,Low
Andria Kimpton,New Zealand,Mint Chip Choco,15/02/2023,9738.74,209,High
Andria Kimpton,UK,Milk Bars,11/02/2023,16486.65,314,High
Camilla Castle,USA,Manuka Honey Choco,21/03/2023,16792.23,184,High
Gunar Cockshoot,New Zealand,Almond Choco,05/01/2023,5752.62,125,High
Brien Boise,India,Raspberry Choco,30/05/2023,6833.28,157,High
Jehu Rudeforth,USA,99% Dark & Pure,04/01/2023,2815.72,222,Low
Beverie Moffet,Australia,Fruit & Nut Bars,22/04/2023,1545.36,269,Low
Gigi Bohling,Canada,Milk Bars,10/02/2023,3432.73,120,Low
Dotty Strutley,India,Spicy Special Slims,12/08/2023,1001.99,217,Low
Gunar Cockshoot,USA,Organic Choco Syrup,10/08/2023,2494.19,315,Low
Kelci Walkden,Australia,Raspberry Choco,07/06/2023,770.25,61,Low
Jehu Rudeforth,India,Baker's Choco Chips,06/06/2023,2261.98,73,Low
Karlen McCaffrey,New Zealand,Baker's Choco Chips,05/04/2023,5667.58,204,High
Wilone O'Kielt,USA,50% Dark Bites,18/04/2023,4738.71,125,Low
Andria Kimpton,India,50% Dark Bites,31/01/2023,13661.89,15,High
Madelene Upcott,USA,Baker's Choco Chips,22/08/2023,6067.19,151,High
Jehu Rudeforth,Australia,99% Dark & Pure,25/02/2023,11720.99,204,High
Jan Morforth,Australia,Mint Chip Choco,22/02/2023,19999.55,106,High
Oby Sorrel,New Zealand,Milk Bars,12/01/2023,4484.03,201,Low
Brien Boise,UK,Almond Choco,25/05/2023,107.24,129,Low
Kelci Walkden,India,Smooth Sliky Salty,01/02/2023,2525.98,8,Low
Rafaelita Blaksland,UK,Eclairs,27/04/2023,1577.84,67,Low
Gigi Bohling,USA,Smooth Sliky Salty,22/07/2023,2972.07,129,Low
Curtice Advani,New Zealand,Mint Chip Choco,26/01/2023,3691.63,284,Low
Curtice Advani,USA,Mint Chip Choco,24/08/2023,5188.89,293,High
Madelene Upcott,New Zealand,Fruit & Nut Bars,18/01/2023,5766.51,21,High
Karlen McCaffrey,India,85% Dark Bars,30/03/2023,1036.77,82,Low
Ches Bonnell,Australia,Caramel Stuffed Bars,17/01/2023,10033.52,163,High
Kelci Walkden,USA,Fruit & Nut Bars,17/02/2023,5220.69,154,High
Kelci Walkden,Canada,Peanut Butter Cubes,08/04/2023,8106.62,47,High
Gigi Bohling,Canada,Drinking Coco,06/07/2023,3934.09,86,Low
Husein Augar,India,Fruit & Nut Bars,04/04/2023,4508.93,231,Low
Jan Morforth,New Zealand,Organic Choco Syrup,02/03/2023,1921.57,226,Low
Gigi Bohling,New Zealand,Raspberry Choco,09/08/2023,1161.31,181,Low
Dennison Crosswaite,Australia,Milk Bars,09/06/2023,11389.29,282,High
Ches Bonnell,UK,Caramel Stuffed Bars,02/06/2023,3032.3,313,Low
Van Tuxwell,USA,Fruit & Nut Bars,05/07/2023,6871.55,238,High
Andria Kimpton,Canada,Eclairs,11/08/2023,339.99,124,Low
Madelene Upcott,India,Choco Coated Almonds,11/02/2023,3720.22,141,Low
Kelci Walkden,New Zealand,Spicy Special Slims,11/08/2023,731.19,69,Low
Roddy Speechley,Australia,Drinking Coco,12/05/2023,13288.65,112,High
Wilone O'Kielt,USA,Milk Bars,15/07/2023,5332.79,101,High
Andria Kimpton,India,Organic Choco Syrup,18/01/2023,3971.78,131,Low
Madelene Upcott,UK,Fruit & Nut Bars,05/01/2023,9538.21,198,High
Curtice Advani,Australia,50% Dark Bites,29/06/2023,547.85,221,Low
Brien Boise,Canada,Raspberry Choco,14/06/2023,2994.76,47,Low
Gunar Cockshoot,India,Mint Chip Choco,08/08/2023,4451.38,71,Low
Dennison Crosswaite,India,Mint Chip Choco,23/03/2023,14691.77,143,High
Barr Faughny,India,Caramel Stuffed Bars,04/01/2023,7042.98,107,High
Brien Boise,India,Milk Bars,22/02/2023,15583.0,248,High
Beverie Moffet,UK,Spicy Special Slims,17/02/2023,9059.82,268,High
Barr Faughny,USA,Almond Choco,03/02/2023,430.59,85,Low
Van Tuxwell,Canada,Raspberry Choco,17/03/2023,1264.25,137,Low
Wilone O'Kielt,Australia,Baker's Choco Chips,25/01/2023,2995.47,156,Low
Brien Boise,Australia,Milk Bars,27/07/2023,2117.82,56,Low
Husein Augar,Australia,Fruit & Nut Bars,28/01/2023,8081.79,54,High
Madelene Upcott,Australia,Organic Choco Syrup,05/07/2023,11542.54,49,High
Van Tuxwell,India,White Choc,15/03/2023,2183.68,46,Low
Gunar Cockshoot,Canada,After Nines,04/08/2023,3125.34,191,Low
Jan Morforth,USA,Fruit & Nut Bars,27/06/2023,4891.86,380,Low
Jan Morforth,Canada,After Nines,13/07/2023,4881.32,183,Low
Barr Faughny,New Zealand,Manuka Honey Choco,24/02/2023,5917.62,238,High
Karlen McCaffrey,New Zealand,85% Dark Bars,28/06/2023,6312.53,60,High
Oby Sorrel,Australia,85% Dark Bars,30/06/2023,7956.28,27,High
Curtice Advani,Canada,Choco Coated Almonds,18/08/2023,5895.88,7,High
Kaine Padly,India,70% Dark Bites,24/01/2023,13535.7,296,High
Beverie Moffet,USA,White Choc,11/03/2023,5639.9,129,High
Ches Bonnell,New Zealand,After Nines,23/06/2023,5813.44,356,High
Husein Augar,India,Spicy Special Slims,22/08/2023,2514.82,32,Low
Gunar Cockshoot,Canada,50% Dark Bites,04/01/2023,3044.01,22,Low
Curtice Advani,India,Milk Bars,05/04/2023,3902.04,214,Low
Beverie Moffet,India,Milk Bars,15/04/2023,1928.74,354,Low
Husein Augar,Australia,White Choc,11/05/2023,3251.53,241,Low
Andria Kimpton,Canada,Manuka Honey Choco,21/07/2023,5031.94,495,High
Jan Morforth,New Zealand,Orange Choco,11/02/2023,1350.26,89,Low
Andria Kimpton,Canada,Smooth Sliky Salty,08/07/2023,1187.71,75,Low
Gunar Cockshoot,UK,Raspberry Choco,11/08/2023,7055.38,334,High
Husein Augar,New Zealand,After Nines,04/08/2023,7231.89,8,High
Andria Kimpton,New Zealand,Orange Choco,14/06/2023,9295.83,93,High
Dennison Crosswaite,UK,Baker's Choco Chips,17/01/2023,2276.94,296,Low
Jehu Rudeforth,Canada,Orange Choco,23/06/2023,4229.79,548,Low
Jehu Rudeforth,UK,Smooth Sliky Salty,24/08/2023,1640.53,119,Low
Andria Kimpton,UK,Caramel Stuffed Bars,07/06/2023,8234.5,294,High
Jan Morforth,UK,White Choc,22/06/2023,10087.04,46,High
Dotty Strutley,USA,Fruit & Nut Bars,13/07/2023,3169.26,281,Low
Kelci Walkden,UK,Choco Coated Almonds,24/05/2023,10355.42,215,High
Gunar Cockshoot,New Zealand,After Nines,09/08/2023,7772.63,140,High
Kaine Padly,Canada,85% Dark Bars,06/04/2023,1992.77,31,Low
Jan Morforth,New Zealand,Manuka Honey Choco,28/07/2023,1815.56,266,Low
Gunar Cockshoot,New Zealand,Raspberry Choco,24/08/2023,727.11,50,Low
Van Tuxwell,Australia,99% Dark & Pure,17/01/2023,114.96,132,Low
Curtice Advani,USA,Drinking Coco,07/02/2023,5378.09,142,High
Brien Boise,Australia,Spicy Special Slims,09/05/2023,6707.63,269,High
Mallorie Waber,New Zealand,85% Dark Bars,06/06/2023,8167.18,102,High
Wilone O'Kielt,USA,Choco Coated Almonds,06/06/2023,9950.14,6,High
Beverie Moffet,New Zealand,Organic Choco Syrup,24/05/2023,7229.26,215,High
Gunar Cockshoot,UK,50% Dark Bites,13/01/2023,2260.21,128,Low
Marney O'Breen,USA,Raspberry Choco,23/05/2023,6206.9,149,High
Jehu Rudeforth,UK,White Choc,29/06/2023,1889.83,286,Low
Jehu Rudeforth,New Zealand,85% Dark Bars,11/03/2023,7797.24,88,High
Dotty Strutley,USA,85% Dark Bars,25/04/2023,11644.92,536,High
Rafaelita Blaksland,Australia,Smooth Sliky Salty,30/05/2023,4207.22,255,Low
Curtice Advani,India,Manuka Honey Choco,23/05/2023,1683.88,169,Low
Mallorie Waber,USA,Peanut Butter Cubes,23/05/2023,1337.36,18,Low
Van Tuxwell,Canada,Peanut Butter Cubes,24/06/2023,7147.04,300,High
Kelci Walkden,New Zealand,Smooth Sliky Salty,11/03/2023,12030.46,296,High
Rafaelita Blaksland,USA,Smooth Sliky Salty,27/07/2023,15844.58,232,High
Rafaelita Blaksland,USA,White Choc,16/08/2023,5025.84,133,High
Roddy Speechley,Canada,Smooth Sliky Salty,07/03/2023,9902.03,12,High
Curtice Advani,New Zealand,After Nines,05/04/2023,7944.07,33,High
Camilla Castle,India,85% Dark Bars,04/05/2023,9523.65,55,High
Ches Bonnell,USA,Choco Coated Almonds,04/01/2023,16240.71,93,High
Marney O'Breen,Australia,Baker's Choco Chips,13/01/2023,5891.94,109,High
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,11/07/2023,6924.52,94,High
Kaine Padly,Australia,Mint Chip Choco,17/05/2023,4552.57,158,Low
Camilla Castle,New Zealand,Peanut Butter Cubes,21/07/2023,1724.91,60,Low
Curtice Advani,Canada,Organic Choco Syrup,22/02/2023,897.3,21,Low
Jan Morforth,India,99% Dark & Pure,23/05/2023,10283.9,178,High
Rafaelita Blaksland,Canada,Drinking Coco,12/07/2023,10415.77,200,High
Jan Morforth,UK,Orange Choco,15/06/2023,4220.83,193,Low
Barr Faughny,New Zealand,50% Dark Bites,23/06/2023,4909.86,304,Low
Curtice Advani,Australia,Eclairs,25/03/2023,6549.62,53,High
Jan Morforth,India,Caramel Stuffed Bars,04/07/2023,88.72,165,Low
Andria Kimpton,UK,White Choc,12/05/2023,9793.16,110,High
Camilla Castle,New Zealand,Raspberry Choco,04/04/2023,4823.65,143,Low
Madelene Upcott,Australia,Orange Choco,15/04/2023,7556.55,404,High
Roddy Speechley,Canada,Eclairs,08/03/2023,7082.03,95,High
Karlen McCaffrey,India,White Choc,17/01/2023,8361.47,231,High
Wilone O'Kielt,India,Mint Chip Choco,22/08/2023,1310.5,52,Low
Andria Kimpton,UK,99% Dark & Pure,25/07/2023,1288.1,67,Low
Marney O'Breen,UK,50% Dark Bites,14/06/2023,3288.29,133,Low
Ches Bonnell,India,Choco Coated Almonds,05/04/2023,10669.09,85,High
Madelene Upcott,UK,Raspberry Choco,26/08/2023,7361.93,344,High
Wilone O'Kielt,Australia,50% Dark Bites,03/08/2023,10336.22,123,High
Gigi Bohling,Canada,White Choc,11/07/2023,6985.95,4,High
Wilone O'Kielt,New Zealand,Eclairs,11/03/2023,3394.46,21,Low
Brien Boise,UK,Peanut Butter Cubes,10/01/2023,15337.23,31,High
Roddy Speechley,UK,Baker's Choco Chips,04/04/2023,15925.17,378,High
Karlen McCaffrey,Australia,50% Dark Bites,17/01/2023,7355.77,772,High
Marney O'Breen,New Zealand,Organic Choco Syrup,08/07/2023,9489.27,54,High
Jan Morforth,UK,Organic Choco Syrup,12/04/2023,1281.32,354,Low
Rafaelita Blaksland,Canada,Fruit & Nut Bars,24/08/2023,518.07,192,Low
Ches Bonnell,UK,Choco Coated Almonds,07/06/2023,1933.56,239,Low
Gunar Cockshoot,Canada,Almond Choco,28/07/2023,1308.52,30,Low
Husein Augar,USA,99% Dark & Pure,21/02/2023,9878.5,111,High
Dennison Crosswaite,Canada,Mint Chip Choco,08/04/2023,1943.7,297,Low
Brien Boise,UK,Manuka Honey Choco,28/06/2023,80.62,103,Low
Van Tuxwell,UK,Baker's Choco Chips,24/03/2023,2678.37,20,Low
Barr Faughny,Australia,Caramel Stuffed Bars,29/07/2023,2931.1,60,Low
Dennison Crosswaite,USA,Eclairs,25/05/2023,2316.09,90,Low
Gigi Bohling,Australia,Raspberry Choco,30/03/2023,6722.22,330,High
Dennison Crosswaite,USA,Organic Choco Syrup,18/07/2023,14528.51,134,High
Beverie Moffet,Canada,Orange Choco,10/05/2023,9390.28,104,High
Mallorie Waber,Australia,Choco Coated Almonds,18/03/2023,16230.41,94,High
Ches Bonnell,India,Caramel Stuffed Bars,15/06/2023,7224.39,55,High
Van Tuxwell,Canada,50% Dark Bites,12/05/2023,15567.58,57,High
Kelci Walkden,New Zealand,Baker's Choco Chips,23/06/2023,2964.2,105,Low
Beverie Moffet,India,Spicy Special Slims,21/04/2023,3357.08,186,Low
Gigi Bohling,Australia,Almond Choco,17/08/2023,1010.37,127,Low
Rafaelita Blaksland,New Zealand,Eclairs,07/02/2023,20470.43,54,High
Kelci Walkden,Canada,Smooth Sliky Salty,17/03/2023,8762.75,115,High
Jan Morforth,India,Baker's Choco Chips,01/08/2023,14613.52,85,High
Jehu Rudeforth,Australia,Milk Bars,18/03/2023,9839.46,31,High
Gigi Bohling,Canada,Fruit & Nut Bars,14/06/2023,6633.23,103,High
Beverie Moffet,UK,Eclairs,22/04/2023,9749.07,169,High
Marney O'Breen,New Zealand,Eclairs,18/01/2023,5254.38,31,High
Husein Augar,Australia,99% Dark & Pure,26/08/2023,3430.43,123,Low
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,10/06/2023,10454.55,434,High
Curtice Advani,Canada,70% Dark Bites,31/01/2023,2413.87,7,Low
Kelci Walkden,New Zealand,Manuka Honey Choco,08/04/2023,1445.14,108,Low
Dotty Strutley,Australia,Baker's Choco Chips,07/06/2023,4022.64,71,Low
Barr Faughny,Australia,85% Dark Bars,10/02/2023,8651.2,43,High
Beverie Moffet,Australia,50% Dark Bites,16/05/2023,725.16,453,Low
Gunar Cockshoot,India,Baker's Choco Chips,18/03/2023,2385.4,540,Low
Van Tuxwell,Australia,50% Dark Bites,13/07/2023,726.04,131,Low
Oby Sorrel,USA,Manuka Honey Choco,25/07/2023,4742.35,83,Low
Van Tuxwell,Canada,Choco Coated Almonds,19/08/2023,2556.96,312,Low
Karlen McCaffrey,Canada,70% Dark Bites,24/06/2023,8376.69,646,High
Kelci Walkden,Canada,Fruit & Nut Bars,20/06/2023,840.71,162,Low
Camilla Castle,India,99% Dark & Pure,02/08/2023,207.87,216,Low
Madelene Upcott,New Zealand,70% Dark Bites,22/02/2023,13370.34,94,High
Mallorie Waber,New Zealand,Orange Choco,01/02/2023,6811.37,25,High
Jan Morforth,Canada,70% Dark Bites,14/02/2023,6096.52,300,High
Kelci Walkden,Australia,Milk Bars,24/02/2023,8684.58,120,High
Dennison Crosswaite,India,Orange Choco,18/03/2023,873.26,140,Low
Husein Augar,UK,Eclairs,30/08/2023,1912.66,253,Low
Gigi Bohling,USA,Peanut Butter Cubes,09/05/2023,321.61,76,Low
Wilone O'Kielt,USA,Smooth Sliky Salty,18/01/2023,511.12,96,Low
Curtice Advani,India,White Choc,04/07/2023,7887.15,335,High
Oby Sorrel,New Zealand,Spicy Special Slims,03/06/2023,1793.67,13,Low
Beverie Moffet,New Zealand,Peanut Butter Cubes,23/02/2023,12129.42,29,High
Dotty Strutley,New Zealand,99% Dark & Pure,09/05/2023,11749.75,213,High
Kelci Walkden,India,70% Dark Bites,06/06/2023,3967.25,101,Low
Kelci Walkden,India,Drinking Coco,04/07/2023,8105.37,255,High
Brien Boise,New Zealand,Drinking Coco,06/06/2023,1614.17,106,Low
Dotty Strutley,Australia,Almond Choco,13/05/2023,1613.3,91,Low
Wilone O'Kielt,New Zealand,Organic Choco Syrup,31/01/2023,2155.64,281,Low
Ches Bonnell,New Zealand,Caramel Stuffed Bars,30/06/2023,8184.37,43,High
Barr Faughny,Canada,Manuka Honey Choco,25/08/2023,3613.32,251,Low
Gigi Bohling,New Zealand,Smooth Sliky Salty,10/01/2023,801.09,101,Low
Brien Boise,USA,Manuka Honey Choco,22/08/2023,2069.48,8,Low
Roddy Speechley,New Zealand,85% Dark Bars,14/04/2023,5096.21,284,High
Oby Sorrel,UK,Smooth Sliky Salty,31/05/2023,10573.5,338,High
Oby Sorrel,UK,Raspberry Choco,08/04/2023,4611.37,322,Low
Roddy Speechley,USA,Drinking Coco,21/02/2023,3288.77,148,Low
Andria Kimpton,Australia,Manuka Honey Choco,30/03/2023,10883.13,394,High
Mallorie Waber,India,Raspberry Choco,02/03/2023,1516.56,2,Low
Jehu Rudeforth,USA,Orange Choco,28/07/2023,391.33,184,Low
Kaine Padly,New Zealand,70% Dark Bites,24/03/2023,7969.08,38,High
Curtice Advani,Australia,After Nines,11/08/2023,63.71,109,Low
Husein Augar,UK,Almond Choco,17/05/2023,8832.33,175,High
Kaine Padly,Canada,Choco Coated Almonds,18/05/2023,3542.19,180,Low
Roddy Speechley,UK,Peanut Butter Cubes,17/08/2023,6052.07,173,High
Ches Bonnell,New Zealand,Eclairs,04/04/2023,543.2,54,Low
Brien Boise,India,85% Dark Bars,09/08/2023,18894.92,201,High
Brien Boise,New Zealand,Organic Choco Syrup,17/01/2023,689.4,331,Low
Andria Kimpton,Canada,White Choc,14/02/2023,4435.95,31,Low
Gigi Bohling,New Zealand,Orange Choco,16/05/2023,9111.34,324,High
Ches Bonnell,Canada,Smooth Sliky Salty,16/03/2023,10369.71,129,High
Husein Augar,Canada,70% Dark Bites,31/01/2023,5833.2,290,High
Barr Faughny,Canada,Organic Choco Syrup,10/03/2023,1229.96,219,Low
Oby Sorrel,UK,Organic Choco Syrup,30/06/2023,8839.72,170,High
Van Tuxwell,New Zealand,Eclairs,01/03/2023,5747.66,176,High
Mallorie Waber,UK,Drinking Coco,27/05/2023,3666.04,107,Low
Oby Sorrel,UK,Milk Bars,11/07/2023,6853.82,220,High
Karlen McCaffrey,New Zealand,Mint Chip Choco,02/03/2023,4361.01,59,Low
Jehu Rudeforth,USA,Raspberry Choco,04/03/2023,7686.15,141,High
Kelci Walkden,UK,85% Dark Bars,23/06/2023,4188.43,235,Low
Kelci Walkden,USA,Almond Choco,27/01/2023,5425.24,234,High
Marney O'Breen,Canada,Orange Choco,14/01/2023,2896.97,456,Low
Dennison Crosswaite,India,Fruit & Nut Bars,29/07/2023,1071.31,23,Low
Brien Boise,Canada,Smooth Sliky Salty,13/05/2023,6417.05,497,High
Barr Faughny,Canada,Baker's Choco Chips,03/02/2023,10967.31,172,High
Brien Boise,India,Smooth Sliky Salty,27/05/2023,6345.02,28,High
Jan Morforth,Australia,Drinking Coco,18/02/2023,2824.71,25,Low
Brien Boise,India,Spicy Special Slims,28/01/2023,1463.67,34,Low
Van Tuxwell,UK,Eclairs,29/06/2023,5856.52,115,High
Wilone O'Kielt,India,Caramel Stuffed Bars,13/01/2023,4303.86,282,Low
Jehu Rudeforth,UK,After Nines,27/06/2023,2047.77,169,Low
Barr Faughny,Canada,White Choc,29/03/2023,4692.36,1,Low
Gunar Cockshoot,India,Organic Choco Syrup,03/06/2023,7302.42,153,High
Mallorie Waber,Canada,Smooth Sliky Salty,21/03/2023,2056.92,103,Low
Mallorie Waber,India,Eclairs,12/04/2023,11032.79,49,High
Rafaelita Blaksland,Australia,Raspberry Choco,19/01/2023,7773.64,247,High
Karlen McCaffrey,UK,50% Dark Bites,06/04/2023,3843.01,295,Low
Kaine Padly,Australia,50% Dark Bites,02/08/2023,9163.79,81,High
Gigi Bohling,Australia,Eclairs,12/04/2023,7628.59,146,High
Oby Sorrel,India,Drinking Coco,21/07/2023,18220.59,139,High
Van Tuxwell,New Zealand,Baker's Choco Chips,22/03/2023,9828.94,24,High
Husein Augar,India,Peanut Butter Cubes,09/05/2023,4726.65,5,Low
Andria Kimpton,Australia,Baker's Choco Chips,09/08/2023,344.82,118,Low
Madelene Upcott,Canada,Choco Coated Almonds,20/07/2023,3451.24,283,Low
Brien Boise,India,70% Dark Bites,14/04/2023,5071.49,439,High
Jehu Rudeforth,Canada,White Choc,25/01/2023,4719.38,132,Low
Andria Kimpton,Australia,Almond Choco,25/04/2023,3430.58,174,Low
Dotty Strutley,Canada,After Nines,17/01/2023,268.3,239,Low
